Identifiant,Deep,Domaine,waste_type,waste_number,X,Y,geometry,commune
229,30.72,public,droppings,1,530747.3866037519,8585468.970919024,"c(530747.386603752, 8585468.97091902)",PAMANDZI
230,42.1,public,solid waste,4,530810.1238487846,8585435.266345205,"c(530810.123848785, 8585435.2663452)",PAMANDZI
231,46.54,public,solid waste,2,530935.7012150708,8585448.822110157,"c(530935.701215071, 8585448.82211016)",PAMANDZI
232,55.133,public,droppings,1,530958.9966839176,8585467.90899184,"c(530958.996683918, 8585467.90899184)",PAMANDZI
233,83.244,public,solid waste,1,530909.4842178077,8585551.075466415,"c(530909.484217808, 8585551.07546641)",PAMANDZI
234,29.283,public,droppings,1,530755.7648916633,8585792.730590425,"c(530755.764891663, 8585792.73059043)",PAMANDZI
235,54.04,public,vehicle scrap,2,530788.13966853,8585749.84973536,"c(530788.13966853, 8585749.84973536)",PAMANDZI
236,51.86,public,droppings,1,530859.4349244268,8585706.974754285,"c(530859.434924427, 8585706.97475429)",PAMANDZI
237,79.183,public,vehicle scrap,3,530973.8130319782,8585890.7586505,"c(530973.813031978, 8585890.7586505)",PAMANDZI
238,73.1,public,droppings,1,530975.435461821,8585939.84481619,"c(530975.435461821, 8585939.84481619)",PAMANDZI
239,81.333,public,solid waste,3,530961.3904696396,8585998.13462133,"c(530961.39046964, 8585998.13462133)",PAMANDZI
240,75.48,public,vehicle scrap,1,530895.8276344833,8586231.738658154,"c(530895.827634483, 8586231.73865815)",PAMANDZI
241,61.8,public,solid waste,2,530910.6579610053,8585933.140586447,"c(530910.657961005, 8585933.14058645)",PAMANDZI
242,40.74,public,solid waste,10,530805.2329043528,8585831.479840131,"c(530805.232904353, 8585831.47984013)",PAMANDZI
243,45.683,public,vehicle scrap,7,530738.3991059763,8585873.446302157,"c(530738.399105976, 8585873.44630216)",PAMANDZI
244,40.14,public,solid waste,1,530574.6897919718,8585879.283675332,"c(530574.689791972, 8585879.28367533)",PAMANDZI
245,37.333,public,solid waste,12,530631.313030337,8586010.38560817,"c(530631.313030337, 8586010.38560817)",PAMANDZI
246,45.88,public,vehicle scrap,6,530806.5615296777,8586019.65788128,"c(530806.561529678, 8586019.65788128)",PAMANDZI
247,51.02,public,droppings,1,530771.0144109259,8586002.4465624,"c(530771.014410926, 8586002.4465624)",PAMANDZI
248,56.117,public,solid waste,10,530782.6624949776,8586044.34582857,"c(530782.662494978, 8586044.34582857)",PAMANDZI
249,16.82,public,solid waste,4,530492.8191713118,8586010.969796328,"c(530492.819171312, 8586010.96979633)",PAMANDZI
250,24.433,public,droppings,2,530576.393566348,8586076.517150069,"c(530576.393566348, 8586076.51715007)",PAMANDZI
251,22.467,public,vehicle scrap,1,530581.6785794876,8586111.898854647,"c(530581.678579488, 8586111.89885465)",PAMANDZI
252,15.16,public,solid waste,7,530624.9739148198,8586142.055987557,"c(530624.97391482, 8586142.05598756)",PAMANDZI
253,33.9,public,vehicle scrap,2,530640.8321893982,8586120.585047353,"c(530640.832189398, 8586120.58504735)",PAMANDZI
254,47.433,public,solid waste,6,530752.8558178426,8586107.56721704,"c(530752.855817843, 8586107.56721704)",PAMANDZI
255,43.483,public,vehicle scrap,1,530714.5327205862,8586104.596789002,"c(530714.532720586, 8586104.596789)",PAMANDZI
256,20.657,public,solid waste,6,530485.1225106041,8586190.434570901,"c(530485.122510604, 8586190.4345709)",DZAOUDZI
257,20.4,public,solid waste,4,530526.3261182546,8586248.287018124,"c(530526.326118255, 8586248.28701812)",DZAOUDZI
258,25.12,public,vehicle scrap,6,530498.4888542487,8586301.803173576,"c(530498.488854249, 8586301.80317358)",DZAOUDZI
259,14.65,public,solid waste,5,530414.9847432226,8586246.472531475,"c(530414.984743223, 8586246.47253148)",DZAOUDZI
260,25.533,public,droppings,1,530468.453613756,8586205.160564799,"c(530468.453613756, 8586205.1605648)",DZAOUDZI
261,30.84,public,solid waste,20,530396.4306027278,8586166.964848306,"c(530396.430602728, 8586166.96484831)",DZAOUDZI
262,25.14,public,vehicle scrap,4,530531.8922003503,8586411.5066924,"c(530531.89220035, 8586411.5066924)",DZAOUDZI
263,7.4,public,vehicle scrap,2,530581.7929421035,8586480.180377955,"c(530581.792942103, 8586480.18037795)",DZAOUDZI
264,17.02,public,solid waste,2,530545.4424041202,8586595.913644606,"c(530545.44240412, 8586595.91364461)",DZAOUDZI
265,26.4,public,solid waste,2,530421.3266227663,8586422.112367062,"c(530421.326622766, 8586422.11236706)",DZAOUDZI
266,9.04,public,vehicle scrap,1,530385.0412077021,8586407.905973073,"c(530385.041207702, 8586407.90597307)",DZAOUDZI
267,13.6,public,solid waste,2,530326.0937571786,8586395.619442757,"c(530326.093757179, 8586395.61944276)",DZAOUDZI
268,1.683,public,solid waste,3,530488.7344046268,8586807.492597926,"c(530488.734404627, 8586807.49259793)",DZAOUDZI
269,16.117,public,vehicle scrap,2,530611.4466458319,8586785.917735616,"c(530611.446645832, 8586785.91773562)",DZAOUDZI
270,26.883,public,solid waste,2,530643.8083241903,8586770.554175949,"c(530643.80832419, 8586770.55417595)",DZAOUDZI
271,44.26,public,solid waste,2,530675.6682485578,8586746.975709286,"c(530675.668248558, 8586746.97570929)",DZAOUDZI
272,6.275,public,droppings,1,530689.8783075344,8586855.824136794,"c(530689.878307534, 8586855.82413679)",DZAOUDZI
273,32.8,public,vehicle scrap,2,530729.1058263907,8586780.7222932,"c(530729.105826391, 8586780.7222932)",DZAOUDZI
274,20.98,public,vehicle scrap,6,530753.7891336305,8586723.26478473,"c(530753.78913363, 8586723.26478473)",DZAOUDZI
275,40.56,public,vehicle scrap,1,530783.7994168261,8586707.566346355,"c(530783.799416826, 8586707.56634635)",DZAOUDZI
276,30.04,public,vehicle scrap,6,530823.6801540818,8586884.09051481,"c(530823.680154082, 8586884.09051481)",DZAOUDZI
277,5.417,public,vehicle scrap,5,530929.9038548423,8586918.887960864,"c(530929.903854842, 8586918.88796086)",DZAOUDZI
278,82.06,public,solid waste,1,531019.1461520056,8586745.165501138,"c(531019.146152006, 8586745.16550114)",DZAOUDZI
279,87.983,public,solid waste,9,531007.858368315,8586717.565790508,"c(531007.858368315, 8586717.56579051)",DZAOUDZI
280,82.42,public,droppings,1,531001.1560731619,8586671.127149757,"c(531001.156073162, 8586671.12714976)",DZAOUDZI
281,84.933,public,vehicle scrap,1,531000.5491757616,8586651.283197397,"c(531000.549175762, 8586651.2831974)",DZAOUDZI
282,94.8,public,droppings,1,531028.7354344884,8586484.821551006,"c(531028.735434488, 8586484.82155101)",DZAOUDZI
283,104,public,droppings,1,531060.8997619553,8586387.66733205,"c(531060.899761955, 8586387.66733205)",DZAOUDZI
284,191.82,public,vehicle scrap,1,531335.1783485068,8585880.91487177,"c(531335.178348507, 8585880.91487177)",PAMANDZI
285,97.933,public,vehicle scrap,2,531063.0304096385,8586772.64625806,"c(531063.030409639, 8586772.64625806)",DZAOUDZI
286,26.38,public,solid waste,3,531255.7205688375,8586909.158701245,"c(531255.720568837, 8586909.15870124)",DZAOUDZI
287,-1.833,public,solid waste,1,532113.2139557197,8586700.076043021,"c(532113.21395572, 8586700.07604302)",PAMANDZI
288,29.167,public,solid waste,6,531150.2851192699,8586992.489348508,"c(531150.28511927, 8586992.48934851)",DZAOUDZI
289,19.26,public,solid waste,3,531208.2934843691,8587009.9174633,"c(531208.293484369, 8587009.9174633)",DZAOUDZI
290,13.429,public,solid waste,1,531155.598119254,8587049.398646982,"c(531155.598119254, 8587049.39864698)",DZAOUDZI
291,27.45,public,vehicle scrap,4,531173.2881343436,8587154.718627281,"c(531173.288134344, 8587154.71862728)",DZAOUDZI
292,16.82,public,solid waste,9,531146.9546565652,8587226.1054983,"c(531146.954656565, 8587226.1054983)",DZAOUDZI
293,33.583,public,vehicle scrap,4,531144.4682833366,8587240.024366155,"c(531144.468283337, 8587240.02436616)",DZAOUDZI
294,2.12,public,solid waste,2,530966.7520378557,8586968.199607566,"c(530966.752037856, 8586968.19960757)",DZAOUDZI
295,11.88,public,droppings,1,530880.3664349148,8587240.701645577,"c(530880.366434915, 8587240.70164558)",DZAOUDZI
296,8.4,public,solid waste,2,530847.9249535166,8587245.051211031,"c(530847.924953517, 8587245.05121103)",DZAOUDZI
297,6.967,public,droppings,1,530702.8971403104,8587236.33214804,"c(530702.89714031, 8587236.33214804)",DZAOUDZI
298,12.883,public,vehicle scrap,50,530665.2117679248,8587182.585486602,"c(530665.211767925, 8587182.5854866)",DZAOUDZI
299,9.55,public,vehicle scrap,10,530742.7983108616,8587166.37513475,"c(530742.798310862, 8587166.37513475)",DZAOUDZI
300,8.683,public,solid waste,1,530810.3400627885,8587227.796816664,"c(530810.340062788, 8587227.79681666)",DZAOUDZI
301,16.933,public,vehicle scrap,1,530788.2888076537,8586941.713524027,"c(530788.288807654, 8586941.71352403)",DZAOUDZI
302,-9.9,public,vehicle scrap,3,530706.7517937373,8586956.576976597,"c(530706.751793737, 8586956.5769766)",DZAOUDZI
303,-0.45,prive,vehicle scrap,9,530679.8695976039,8586966.649729496,"c(530679.869597604, 8586966.6497295)",DZAOUDZI
304,8.24,public,vehicle scrap,1,530424.1759773426,8586799.336085774,"c(530424.175977343, 8586799.33608577)",DZAOUDZI
305,1.183,public,vehicle scrap,1,530591.2090455375,8587249.663366156,"c(530591.209045538, 8587249.66336616)",DZAOUDZI
306,2.5,public,solid waste,8,530535.7769560056,8587288.8919824,"c(530535.776956006, 8587288.8919824)",DZAOUDZI
307,18.017,prive,vehicle scrap,5,530624.7203568332,8587347.587028867,"c(530624.720356833, 8587347.58702887)",DZAOUDZI
308,33.783,public,vehicle scrap,3,530793.3603071248,8587524.984705491,"c(530793.360307125, 8587524.98470549)",DZAOUDZI
309,27.567,public,vehicle scrap,5,530798.3937051113,8587579.90490584,"c(530798.393705111, 8587579.90490584)",DZAOUDZI
310,15.58,public,solid waste,2,530492.5355679733,8587867.521011954,"c(530492.535567973, 8587867.52101195)",DZAOUDZI
311,0.78,public,solid waste,2,530474.5094780496,8587875.760381019,"c(530474.50947805, 8587875.76038102)",DZAOUDZI
312,-9.117,public,tire waste,10,530644.101472915,8588782.878235376,"c(530644.101472915, 8588782.87823538)",DZAOUDZI
313,-8.033,public,vehicle scrap,3,530774.8923744331,8588779.077355867,"c(530774.892374433, 8588779.07735587)",DZAOUDZI
314,23.9,public,solid waste,5,530854.4470995882,8588958.171030015,"c(530854.447099588, 8588958.17103001)",DZAOUDZI
315,-5.833,public,marine debris,10,531046.7925391323,8589377.995773772,"c(531046.792539132, 8589377.99577377)",DZAOUDZI
316,-1.7,public,solid waste,10,530950.4581459932,8589158.902372746,"c(530950.458145993, 8589158.90237275)",DZAOUDZI
317,-1.8,public,solid waste,13,530948.8890540089,8589241.285948917,"c(530948.889054009, 8589241.28594892)",DZAOUDZI
318,9.15,public,vehicle scrap,2,530821.5107616414,8589085.381665308,"c(530821.510761641, 8589085.38166531)",DZAOUDZI
319,2.45,public,vehicle scrap,1,530569.6301561254,8588783.294294553,"c(530569.630156125, 8588783.29429455)",DZAOUDZI
320,-14.25,public,tire waste,3,530484.984542018,8588773.219970535,"c(530484.984542018, 8588773.21997054)",DZAOUDZI
321,-14.8,public,solid waste,6,530120.9400404387,8588377.435776241,"c(530120.940040439, 8588377.43577624)",NA
322,2.817,public,solid waste,7,530352.9065170295,8588226.76130213,"c(530352.90651703, 8588226.76130213)",DZAOUDZI
323,-0.767,public,vehicle scrap,2,530348.2537191235,8588161.70547978,"c(530348.253719124, 8588161.70547978)",DZAOUDZI
324,-5.417,public,solid waste,5,530305.4159119895,8588110.452092407,"c(530305.41591199, 8588110.45209241)",DZAOUDZI
325,3.94,public,solid waste,4,530421.0391302516,8587980.912233895,"c(530421.039130252, 8587980.9122339)",DZAOUDZI
326,-1.78,public,solid waste,1,530309.0439480342,8587963.929958114,"c(530309.043948034, 8587963.92995811)",DZAOUDZI
327,5.783,public,vehicle scrap,1,530402.6225078097,8587833.789086943,"c(530402.62250781, 8587833.78908694)",DZAOUDZI
328,4.36,public,droppings,1,530575.8788813557,8587403.083437465,"c(530575.878881356, 8587403.08343747)",DZAOUDZI
329,2.82,public,vehicle scrap,1,530575.514799397,8587401.645113343,"c(530575.514799397, 8587401.64511334)",DZAOUDZI
330,-15.94,public,solid waste,8,530340.7022954597,8587528.628458185,"c(530340.70229546, 8587528.62845819)",DZAOUDZI
331,9.367,public,droppings,1,530233.658509875,8587018.278013915,"c(530233.658509875, 8587018.27801391)",DZAOUDZI
332,-0.867,public,vehicle scrap,10,530532.0729791527,8587433.20482203,"c(530532.072979153, 8587433.20482203)",DZAOUDZI
333,-4.8,public,vehicle scrap,2,530457.9260948283,8587430.227544274,"c(530457.926094828, 8587430.22754427)",DZAOUDZI
334,-3.433,public,vehicle scrap,3,530482.1434872542,8587402.480783775,"c(530482.143487254, 8587402.48078378)",DZAOUDZI
335,12.6,public,vehicle scrap,2,530441.9930076723,8587383.430557106,"c(530441.993007672, 8587383.43055711)",DZAOUDZI
336,-12.4,public,vehicle scrap,2,530423.4250001502,8587331.924355322,"c(530423.42500015, 8587331.92435532)",DZAOUDZI
337,-20.15,public,vehicle scrap,2,530418.0673163142,8587367.810787495,"c(530418.067316314, 8587367.8107875)",DZAOUDZI
338,0.4,public,vehicle scrap,1,530396.4264492523,8587500.848869666,"c(530396.426449252, 8587500.84886967)",DZAOUDZI
339,-2.067,public,droppings,1,530239.969230791,8587362.716907764,"c(530239.969230791, 8587362.71690776)",DZAOUDZI
340,-4.833,public,vehicle scrap,1,530167.7068652865,8587424.540046055,"c(530167.706865286, 8587424.54004605)",DZAOUDZI
341,-14.083,public,vehicle scrap,1,530135.5431487048,8587457.441702517,"c(530135.543148705, 8587457.44170252)",DZAOUDZI
342,-17.283,public,vehicle scrap,2,530002.9776223676,8587460.56264543,"c(530002.977622368, 8587460.56264543)",DZAOUDZI
343,-3.45,public,vehicle scrap,1,529894.2337899995,8587352.118751088,"c(529894.23379, 8587352.11875109)",DZAOUDZI
344,-5.4,public,vehicle scrap,5,529855.9879963826,8587306.909954054,"c(529855.987996383, 8587306.90995405)",DZAOUDZI
345,-3.783,public,droppings,1,529853.8386109106,8587327.036613125,"c(529853.838610911, 8587327.03661313)",DZAOUDZI
346,-5.85,public,vehicle scrap,4,530108.6718778985,8587365.839206984,"c(530108.671877899, 8587365.83920698)",DZAOUDZI
347,-10.75,public,vehicle scrap,3,530093.0262173454,8587310.16501404,"c(530093.026217345, 8587310.16501404)",DZAOUDZI
348,1.5,public,vehicle scrap,3,530024.9462777631,8587308.546946798,"c(530024.946277763, 8587308.5469468)",DZAOUDZI
349,17.033,public,droppings,2,530003.630580558,8587224.185097609,"c(530003.630580558, 8587224.18509761)",DZAOUDZI
350,5.713,public,vehicle scrap,2,530113.1040064106,8587197.096201733,"c(530113.104006411, 8587197.09620173)",DZAOUDZI
351,24.617,public,droppings,1,530038.9388943126,8587114.453035826,"c(530038.938894313, 8587114.45303583)",DZAOUDZI
352,19.32,public,solid waste,2,529995.0640661544,8587141.102376152,"c(529995.064066154, 8587141.10237615)",DZAOUDZI
353,23.283,public,vehicle scrap,4,529978.1079805351,8587123.423437728,"c(529978.107980535, 8587123.42343773)",DZAOUDZI
354,11.78,public,solid waste,7,530016.4217641845,8586881.68426135,"c(530016.421764184, 8586881.68426135)",DZAOUDZI
355,11.96,public,solid waste,2,529990.4168318823,8586854.544433832,"c(529990.416831882, 8586854.54443383)",DZAOUDZI
356,-5.8,public,vehicle scrap,2,529894.8958772927,8586813.260609817,"c(529894.895877293, 8586813.26060982)",DZAOUDZI
357,21.2,public,tire waste,15,529808.9131347545,8586928.359939693,"c(529808.913134755, 8586928.35993969)",DZAOUDZI
358,39.883,public,vehicle scrap,2,529858.963656232,8587017.300637491,"c(529858.963656232, 8587017.30063749)",DZAOUDZI
359,25.14,public,solid waste,2,529834.5465910239,8586978.859337902,"c(529834.546591024, 8586978.8593379)",DZAOUDZI
360,32.183,public,solid waste,9,529803.2169482094,8586900.537094716,"c(529803.216948209, 8586900.53709472)",DZAOUDZI
361,-7.52,public,solid waste,2,529942.5058966762,8586879.14443488,"c(529942.505896676, 8586879.14443488)",DZAOUDZI
362,8.367,public,solid waste,6,529775.8741167827,8586845.885880921,"c(529775.874116783, 8586845.88588092)",DZAOUDZI
363,6.817,public,tire waste,20,529806.738130636,8586838.358773753,"c(529806.738130636, 8586838.35877375)",DZAOUDZI
364,27.875,public,vehicle scrap,4,523233.6619208131,8576604.1361514591,"c(523233.661920813, 8576604.13615146)",DEMBENI
365,34.814,public,solid waste,4,523185.7893540221,8576609.529447606,"c(523185.789354022, 8576609.52944761)",DEMBENI
366,33.983,public,vehicle scrap,5,523168.75820022,8576610.165090742,"c(523168.75820022, 8576610.16509074)",DEMBENI
367,34.8,public,solid waste,5,523191.59861933015,8576641.32803336,"c(523191.59861933, 8576641.32803336)",DEMBENI
368,20.617,public,vehicle scrap,11,523218.6505354178,8576664.221152646,"c(523218.650535418, 8576664.22115265)",DEMBENI
369,27.417,public,vehicle scrap,4,523320.1585575134,8576668.313316088,"c(523320.158557513, 8576668.31331609)",DEMBENI
370,39.467,public,solid waste,7,523232.3114795746,8576420.8576255925,"c(523232.311479575, 8576420.85762559)",BANDRELE
371,7.1,public,droppings,1,523229.2959696293,8575804.283491999,"c(523229.295969629, 8575804.283492)",BANDRELE
372,33.767,public,vehicle scrap,1,523050.6346524755,8575791.378205342,"c(523050.634652475, 8575791.37820534)",BANDRELE
373,104.343,public,droppings,1,522615.9840670315,8575786.422735646,"c(522615.984067031, 8575786.42273565)",BANDRELE
374,104.783,prive,vehicle scrap,3,522697.3448959471,8575759.8115568,"c(522697.344895947, 8575759.8115568)",BANDRELE
375,11.55,public,vehicle scrap,1,523292.65626857727,8575782.849927027,"c(523292.656268577, 8575782.84992703)",BANDRELE
376,44.85,prive,solid waste,1,523086.8835324016,8576148.262307154,"c(523086.883532402, 8576148.26230715)",BANDRELE
377,31.25,public,droppings,1,523254.2423398208,8576119.861896133,"c(523254.242339821, 8576119.86189613)",BANDRELE
378,11.2,public,droppings,1,523236.35403496976,8576064.09170048,"c(523236.35403497, 8576064.09170048)",BANDRELE
379,7.38,public,solid waste,1,523263.167892484,8575865.98215421,"c(523263.167892484, 8575865.98215421)",BANDRELE
380,-1.7,public,vehicle scrap,1,523418.8447510881,8575724.226507528,"c(523418.844751088, 8575724.22650753)",BANDRELE
381,-8.367,public,droppings,2,523406.7680229603,8575726.293550074,"c(523406.76802296, 8575726.29355007)",BANDRELE
382,-4.9,public,solid waste,1,523368.6676358621,8575788.410723533,"c(523368.667635862, 8575788.41072353)",BANDRELE
383,-8.35,public,droppings,1,523367.34690181655,8575830.676704781,"c(523367.346901817, 8575830.67670478)",BANDRELE
384,-5,public,vehicle scrap,1,523368.4486190646,8575923.19757792,"c(523368.448619065, 8575923.19757792)",BANDRELE
385,-9.214,public,vehicle scrap,8,523378.45602093724,8576003.410497723,"c(523378.456020937, 8576003.41049772)",BANDRELE
386,2.217,public,vehicle scrap,3,523415.15339759964,8575987.240782524,"c(523415.1533976, 8575987.24078252)",BANDRELE
387,-4.9,public,solid waste,1,523396.02024479874,8576099.346825266,"c(523396.020244799, 8576099.34682527)",BANDRELE
388,-2.3,public,solid waste,3,523391.8344899623,8576066.940894995,"c(523391.834489962, 8576066.940895)",BANDRELE
389,-0.083,public,vehicle scrap,2,523450.06879206153,8576184.667190466,"c(523450.068792062, 8576184.66719047)",BANDRELE
390,0.55,public,vehicle scrap,1,523462.1877347454,8576226.096890897,"c(523462.187734745, 8576226.0968909)",BANDRELE
391,-2.133,public,vehicle scrap,1,523506.1870933569,8576188.121098692,"c(523506.187093357, 8576188.12109869)",BANDRELE
392,-6.3,public,vehicle scrap,1,523450.3250221842,8576130.69657987,"c(523450.325022184, 8576130.69657987)",BANDRELE
393,12.967,public,vehicle scrap,2,523416.6679280736,8575456.330315791,"c(523416.667928074, 8575456.33031579)",BANDRELE
394,12.7,public,tire waste,8,523514.49472181295,8575497.596087202,"c(523514.494721813, 8575497.5960872)",BANDRELE
395,26.06,public,droppings,1,523278.6092192394,8575432.76395697,"c(523278.609219239, 8575432.76395697)",BANDRELE
396,14.457,public,solid waste,2,522995.6835807832,8575286.946728697,"c(522995.683580783, 8575286.9467287)",BANDRELE
397,1.083,public,tire waste,11,522933.0255812453,8575076.996560153,"c(522933.025581245, 8575076.99656015)",BANDRELE
398,20.117,public,solid waste,1,522982.7342414275,8576629.673720224,"c(522982.734241428, 8576629.67372022)",DEMBENI
399,27.467,prive,vehicle scrap,1,522480.6745669482,8574842.644100126,"c(522480.674566948, 8574842.64410013)",BANDRELE
400,9.55,public,vehicle scrap,1,522437.7109078793,8574818.562130267,"c(522437.710907879, 8574818.56213027)",BANDRELE
401,20.45,public,solid waste,3,522357.0598117011,8574807.14039574,"c(522357.059811701, 8574807.14039574)",BANDRELE
402,3.367,public,tire waste,2,522357.0370355228,8574778.758506943,"c(522357.037035523, 8574778.75850694)",BANDRELE
403,-10.417,public,solid waste,4,522191.3539493692,8574707.621594,"c(522191.353949369, 8574707.621594)",BANDRELE
404,-6.75,public,vehicle scrap,2,522171.810475194,8574688.068956416,"c(522171.810475194, 8574688.06895642)",BANDRELE
405,-17.167,public,marine debris,60,522174.5386250272,8574671.297518356,"c(522174.538625027, 8574671.29751836)",BANDRELE
406,-12.433,public,solid waste,8,522111.19721125497,8574676.078737177,"c(522111.197211255, 8574676.07873718)",BANDRELE
407,-1.583,public,solid waste,10,522046.9102702687,8574626.673405018,"c(522046.910270269, 8574626.67340502)",BANDRELE
408,-1.357,public,tire waste,2,522000.3124914492,8574606.093692366,"c(522000.312491449, 8574606.09369237)",BANDRELE
409,-7.65,public,solid waste,5,522005.7091185494,8574583.297648361,"c(522005.709118549, 8574583.29764836)",BANDRELE
410,-12.15,public,tire waste,3,522002.863279485,8574566.561594369,"c(522002.863279485, 8574566.56159437)",BANDRELE
411,-9.283,public,solid waste,3,521979.15933019284,8574544.00416941,"c(521979.159330193, 8574544.00416941)",BANDRELE
412,-12.533,public,vehicle scrap,1,521944.12143539824,8574515.585749295,"c(521944.121435398, 8574515.5857493)",BANDRELE
413,-1.45,public,solid waste,3,521955.14947665547,8574591.633708494,"c(521955.149476655, 8574591.63370849)",BANDRELE
414,-16.817,public,solid waste,5,521884.934628476,8574553.876281876,"c(521884.934628476, 8574553.87628188)",BANDRELE
415,-12.767,public,vehicle scrap,1,521869.7640860339,8574539.172514264,"c(521869.764086034, 8574539.17251426)",BANDRELE
416,-1.617,public,vehicle scrap,2,521838.7219384066,8574534.313390598,"c(521838.721938407, 8574534.3133906)",BANDRELE
417,-9.343,public,marine debris,50,521851.8016344721,8574525.166515024,"c(521851.801634472, 8574525.16651502)",BANDRELE
418,-6.829,public,marine debris,50,521852.32065813727,8574528.509123463,"c(521852.320658137, 8574528.50912346)",BANDRELE
419,-4.25,prive,solid waste,5,521841.39847887895,8574527.585449822,"c(521841.398478879, 8574527.58544982)",BANDRELE
420,-3.5,public,vehicle scrap,1,521801.0819837325,8574535.512876235,"c(521801.081983733, 8574535.51287623)",BANDRELE
421,11.033,public,vehicle scrap,3,521522.53568543686,8574645.298107345,"c(521522.535685437, 8574645.29810734)",BANDRELE
422,17,public,vehicle scrap,1,521612.41217991046,8574661.44927705,"c(521612.41217991, 8574661.44927705)",BANDRELE
423,9.85,public,vehicle scrap,7,521665.75269994413,8574623.958996966,"c(521665.752699944, 8574623.95899697)",BANDRELE
424,9.143,public,droppings,1,521635.5761027766,8574625.91770625,"c(521635.576102777, 8574625.91770625)",BANDRELE
425,9.967,public,droppings,1,521616.1326106529,8574640.955909753,"c(521616.132610653, 8574640.95590975)",BANDRELE
426,10.283,public,droppings,1,521675.44928182574,8574653.13620699,"c(521675.449281826, 8574653.13620699)",BANDRELE
427,4.817,public,vehicle scrap,1,521751.53845727525,8574533.55221365,"c(521751.538457275, 8574533.55221365)",BANDRELE
428,-1.45,public,solid waste,2,521806.91877963406,8574599.459097885,"c(521806.918779634, 8574599.45909788)",BANDRELE
429,-5.633,public,solid waste,10,521851.16024664097,8574641.049006343,"c(521851.160246641, 8574641.04900634)",BANDRELE
430,24.45,public,vehicle scrap,1,521950.87517000217,8574788.667085912,"c(521950.875170002, 8574788.66708591)",BANDRELE
431,18.588,public,solid waste,4,521990.85793416144,8574789.094486244,"c(521990.857934161, 8574789.09448624)",BANDRELE
432,18.667,public,solid waste,1,521938.2982109671,8574737.866036208,"c(521938.298210967, 8574737.86603621)",BANDRELE
433,31.12,prive,vehicle scrap,1,521925.6174017496,8574699.793512385,"c(521925.61740175, 8574699.79351239)",BANDRELE
434,16.183,public,solid waste,6,521932.86033969815,8574680.82673177,"c(521932.860339698, 8574680.82673177)",BANDRELE
435,6.667,prive,vehicle scrap,1,522047.7681061539,8574759.252102738,"c(522047.768106154, 8574759.25210274)",BANDRELE
436,3.383,prive,solid waste,1,522031.22429909476,8574721.730082853,"c(522031.224299095, 8574721.73008285)",BANDRELE
437,-4.833,public,solid waste,4,522010.45872223994,8574679.413061205,"c(522010.45872224, 8574679.4130612)",BANDRELE
438,7.517,public,solid waste,3,522035.50959912594,8574653.162250854,"c(522035.509599126, 8574653.16225085)",BANDRELE
439,11.033,public,solid waste,1,521980.3538168387,8574644.415342806,"c(521980.353816839, 8574644.41534281)",BANDRELE
440,-17,prive,vehicle scrap,1,521682.2768256386,8574404.15864065,"c(521682.276825639, 8574404.15864065)",BANDRELE
441,-4.9,public,solid waste,4,521092.1499778222,8574222.176970694,"c(521092.149977822, 8574222.17697069)",BANDRELE
442,-2.8,public,solid waste,3,520953.3288983108,8574157.740461785,"c(520953.328898311, 8574157.74046179)",BANDRELE
443,-0.617,public,vehicle scrap,5,520998.1470599027,8574247.40632438,"c(520998.147059903, 8574247.40632438)",BANDRELE
444,-5.783,public,vehicle scrap,9,521292.8563099279,8574073.069283923,"c(521292.856309928, 8574073.06928392)",BANDRELE
445,-16.617,public,solid waste,4,521397.7008296982,8574118.915292168,"c(521397.700829698, 8574118.91529217)",NA
446,-2.44,public,solid waste,10,521031.5312290693,8573984.03271728,"c(521031.531229069, 8573984.03271728)",BANDRELE
447,-4.817,public,droppings,1,520980.0259349455,8573993.16285072,"c(520980.025934946, 8573993.16285072)",BANDRELE
448,1.1,public,droppings,1,520947.5791388476,8574004.89059817,"c(520947.579138848, 8574004.89059817)",BANDRELE
449,4.917,public,solid waste,1,520718.5384048163,8574104.744185338,"c(520718.538404816, 8574104.74418534)",BANDRELE
450,9.383,public,vehicle scrap,1,520543.18529260065,8574190.484238487,"c(520543.185292601, 8574190.48423849)",BANDRELE
451,9.483,public,vehicle scrap,2,520922.23396688036,8574002.422575146,"c(520922.23396688, 8574002.42257515)",BANDRELE
452,-16.683,public,vehicle scrap,2,520993.76666695776,8573512.62521177,"c(520993.766666958, 8573512.62521177)",BANDRELE
453,-3.583,prive,vehicle scrap,1,521026.1871379333,8573508.48362074,"c(521026.187137933, 8573508.48362074)",BANDRELE
454,-10.033,prive,vehicle scrap,1,521059.7430247401,8573489.477260724,"c(521059.74302474, 8573489.47726072)",BANDRELE
455,-13.683,public,solid waste,1,520846.55053275754,8573259.89190919,"c(520846.550532758, 8573259.89190919)",BANDRELE
456,-0.667,prive,vehicle scrap,3,520806.8249431029,8573246.406916935,"c(520806.824943103, 8573246.40691693)",BANDRELE
457,-7.64,prive,solid waste,4,520791.7286671258,8573288.736167261,"c(520791.728667126, 8573288.73616726)",BANDRELE
458,-13.2,public,vehicle scrap,2,520728.02323278115,8573285.816666048,"c(520728.023232781, 8573285.81666605)",BANDRELE
459,-11.683,public,solid waste,5,520702.77675181103,8573294.067484666,"c(520702.776751811, 8573294.06748467)",BANDRELE
